tanggal,jenis_transaksi,kategori_transaksi,jumlah,keterangan
2024-05-10,Pengeluaran,listrik,281499,Pengeluaran - listrik
2024-04-14,Pengeluaran,listrik,20859,Pengeluaran - listrik
2024-03-30,Pengeluaran,bahan baku,373144,Pengeluaran - bahan baku
2024-08-05,Pemasukan,penjualan,417554,Pemasukan - penjualan
2024-05-16,Pemasukan,penjualan,354309,Pemasukan - penjualan
2024-05-05,Pemasukan,penjualan,404254,Pemasukan - penjualan
2024-12-04,Pemasukan,penjualan,143324,Pemasukan - penjualan
2024-11-01,Pengeluaran,listrik,346038,Pengeluaran - listrik
2024-02-03,Pemasukan,penjualan,434793,Pemasukan - penjualan
2024-01-04,Pemasukan,penjualan,212671,Pemasukan - penjualan
2024-08-19,Pemasukan,penjualan,441062,Pemasukan - penjualan
2024-12-23,Pengeluaran,gaji,468351,Pengeluaran - gaji
2024-03-23,Pengeluaran,transportasi,175020,Pengeluaran - transportasi
2024-05-06,Pengeluaran,listrik,373357,Pengeluaran - listrik
2024-07-29,Pengeluaran,listrik,263292,Pengeluaran - listrik
2024-08-26,Pengeluaran,listrik,405254,Pengeluaran - listrik
2024-08-13,Pemasukan,penjualan,481221,Pemasukan - penjualan
2024-04-16,Pemasukan,penjualan,68265,Pemasukan - penjualan
2024-06-20,Pemasukan,penjualan,172969,Pemasukan - penjualan
2024-10-04,Pengeluaran,transportasi,498991,Pengeluaran - transportasi
2024-10-02,Pengeluaran,bahan baku,284824,Pengeluaran - bahan baku
2024-01-20,Pengeluaran,perlengkapan,15081,Pengeluaran - perlengkapan
2024-12-25,Pemasukan,penjualan,436611,Pemasukan - penjualan
2024-06-29,Pengeluaran,gaji,159088,Pengeluaran - gaji
2024-05-08,Pemasukan,penjualan,455692,Pemasukan - penjualan
2024-04-04,Pengeluaran,listrik,230393,Pengeluaran - listrik
2024-11-12,Pemasukan,penjualan,70102,Pemasukan - penjualan
2024-07-03,Pemasukan,penjualan,22720,Pemasukan - penjualan
2024-02-03,Pengeluaran,listrik,329011,Pengeluaran - listrik
2024-04-09,Pemasukan,penjualan,392958,Pemasukan - penjualan
2024-03-01,Pengeluaran,transportasi,436157,Pengeluaran - transportasi
2024-01-02,Pemasukan,penjualan,305106,Pemasukan - penjualan
2024-11-15,Pengeluaran,perlengkapan,348589,Pengeluaran - perlengkapan
2024-01-17,Pengeluaran,transportasi,336753,Pengeluaran - transportasi
2024-08-06,Pengeluaran,transportasi,292772,Pengeluaran - transportasi
2024-01-19,Pengeluaran,bahan baku,451883,Pengeluaran - bahan baku
2024-09-07,Pemasukan,penjualan,112499,Pemasukan - penjualan
2024-06-16,Pemasukan,penjualan,265037,Pemasukan - penjualan
2024-06-13,Pemasukan,penjualan,109797,Pemasukan - penjualan
2024-10-26,Pengeluaran,transportasi,89972,Pengeluaran - transportasi
2024-03-09,Pemasukan,penjualan,137128,Pemasukan - penjualan
2024-07-30,Pemasukan,penjualan,154130,Pemasukan - penjualan
2024-04-14,Pengeluaran,listrik,358179,Pengeluaran - listrik
2024-05-24,Pemasukan,penjualan,416992,Pemasukan - penjualan
2024-07-19,Pengeluaran,bahan baku,21644,Pengeluaran - bahan baku
2024-04-07,Pengeluaran,listrik,68318,Pengeluaran - listrik
2024-09-26,Pengeluaran,transportasi,479119,Pengeluaran - transportasi
2024-12-27,Pemasukan,penjualan,330867,Pemasukan - penjualan
2024-12-26,Pemasukan,penjualan,137860,Pemasukan - penjualan
2024-02-21,Pengeluaran,perlengkapan,107833,Pengeluaran - perlengkapan
2024-08-17,Pengeluaran,bahan baku,297160,Pengeluaran - bahan baku
2024-06-20,Pemasukan,penjualan,363299,Pemasukan - penjualan
2024-03-03,Pemasukan,penjualan,65080,Pemasukan - penjualan
2024-05-09,Pengeluaran,transportasi,34508,Pengeluaran - transportasi
2024-09-06,Pengeluaran,perlengkapan,314519,Pengeluaran - perlengkapan
2024-10-20,Pemasukan,penjualan,477717,Pemasukan - penjualan
2024-10-23,Pengeluaran,transportasi,50132,Pengeluaran - transportasi
2024-09-07,Pengeluaran,listrik,274208,Pengeluaran - listrik
2024-05-16,Pengeluaran,gaji,372126,Pengeluaran - gaji
2024-02-20,Pemasukan,penjualan,496471,Pemasukan - penjualan
2024-01-06,Pengeluaran,gaji,403409,Pengeluaran - gaji
2024-04-06,Pemasukan,penjualan,490495,Pemasukan - penjualan
2024-08-11,Pengeluaran,perlengkapan,31598,Pengeluaran - perlengkapan
2024-12-27,Pengeluaran,perlengkapan,69017,Pengeluaran - perlengkapan
2024-05-23,Pemasukan,penjualan,78957,Pemasukan - penjualan
2024-06-18,Pemasukan,penjualan,197869,Pemasukan - penjualan
2024-07-30,Pengeluaran,transportasi,319196,Pengeluaran - transportasi
2024-11-28,Pengeluaran,transportasi,91605,Pengeluaran - transportasi
2024-10-11,Pengeluaran,gaji,15001,Pengeluaran - gaji
2024-11-18,Pemasukan,penjualan,197802,Pemasukan - penjualan
2024-11-20,Pengeluaran,bahan baku,216634,Pengeluaran - bahan baku
2024-02-23,Pengeluaran,listrik,75066,Pengeluaran - listrik
2024-07-28,Pemasukan,penjualan,220746,Pemasukan - penjualan
2024-01-25,Pengeluaran,listrik,101365,Pengeluaran - listrik
2024-12-08,Pemasukan,penjualan,310851,Pemasukan - penjualan
2024-07-29,Pemasukan,penjualan,486446,Pemasukan - penjualan
2024-12-03,Pemasukan,penjualan,300093,Pemasukan - penjualan
2024-02-10,Pengeluaran,perlengkapan,138344,Pengeluaran - perlengkapan
2024-08-08,Pengeluaran,gaji,270933,Pengeluaran - gaji
2024-10-05,Pengeluaran,perlengkapan,41416,Pengeluaran - perlengkapan
2024-01-31,Pemasukan,penjualan,100355,Pemasukan - penjualan
2024-04-25,Pengeluaran,perlengkapan,239411,Pengeluaran - perlengkapan
2024-05-16,Pengeluaran,transportasi,265141,Pengeluaran - transportasi
2024-09-08,Pengeluaran,perlengkapan,116701,Pengeluaran - perlengkapan
2024-09-23,Pemasukan,penjualan,356267,Pemasukan - penjualan
2024-02-24,Pemasukan,penjualan,56298,Pemasukan - penjualan
2024-01-21,Pengeluaran,perlengkapan,412016,Pengeluaran - perlengkapan
2024-11-14,Pemasukan,penjualan,240533,Pemasukan - penjualan
2024-01-07,Pengeluaran,bahan baku,52203,Pengeluaran - bahan baku
2024-02-01,Pengeluaran,listrik,240995,Pengeluaran - listrik
2024-11-28,Pengeluaran,transportasi,293583,Pengeluaran - transportasi
2024-02-04,Pemasukan,penjualan,225523,Pemasukan - penjualan
2024-06-06,Pengeluaran,gaji,193031,Pengeluaran - gaji
2024-05-18,Pemasukan,penjualan,176832,Pemasukan - penjualan
2024-04-17,Pengeluaran,listrik,82954,Pengeluaran - listrik
2024-06-13,Pemasukan,penjualan,180943,Pemasukan - penjualan
2024-02-19,Pemasukan,penjualan,92779,Pemasukan - penjualan
2024-09-23,Pengeluaran,listrik,442501,Pengeluaran - listrik
2024-08-30,Pemasukan,penjualan,373500,Pemasukan - penjualan
2024-01-29,Pemasukan,penjualan,451859,Pemasukan - penjualan
2024-07-22,Pemasukan,penjualan,312324,Pemasukan - penjualan
2024-11-11,Pengeluaran,perlengkapan,194827,Pengeluaran - perlengkapan
2024-08-02,Pengeluaran,listrik,85895,Pengeluaran - listrik
2024-04-22,Pengeluaran,bahan baku,182598,Pengeluaran - bahan baku
2024-05-30,Pemasukan,penjualan,392053,Pemasukan - penjualan
2024-07-05,Pengeluaran,listrik,441314,Pengeluaran - listrik
2024-12-11,Pengeluaran,transportasi,267421,Pengeluaran - transportasi
2024-01-18,Pemasukan,penjualan,184738,Pemasukan - penjualan
2024-05-11,Pengeluaran,perlengkapan,22965,Pengeluaran - perlengkapan
2024-01-25,Pemasukan,penjualan,136058,Pemasukan - penjualan
2024-12-22,Pengeluaran,gaji,367445,Pengeluaran - gaji
2024-05-17,Pemasukan,penjualan,76676,Pemasukan - penjualan
2024-08-25,Pengeluaran,transportasi,355800,Pengeluaran - transportasi
2024-08-18,Pemasukan,penjualan,252918,Pemasukan - penjualan
2024-12-14,Pengeluaran,perlengkapan,100966,Pengeluaran - perlengkapan
2024-05-07,Pengeluaran,perlengkapan,69247,Pengeluaran - perlengkapan
2024-12-15,Pengeluaran,bahan baku,192076,Pengeluaran - bahan baku
2024-06-17,Pemasukan,penjualan,183453,Pemasukan - penjualan
2024-02-13,Pemasukan,penjualan,62080,Pemasukan - penjualan
2024-12-28,Pemasukan,penjualan,474285,Pemasukan - penjualan
2024-04-02,Pengeluaran,perlengkapan,400040,Pengeluaran - perlengkapan
2024-10-14,Pemasukan,penjualan,356661,Pemasukan - penjualan
2024-09-20,Pemasukan,penjualan,393675,Pemasukan - penjualan
2024-11-04,Pengeluaran,listrik,69873,Pengeluaran - listrik
2024-10-21,Pengeluaran,listrik,432403,Pengeluaran - listrik
2024-07-27,Pengeluaran,gaji,480526,Pengeluaran - gaji
2024-09-03,Pengeluaran,gaji,309317,Pengeluaran - gaji
2024-10-17,Pengeluaran,listrik,245153,Pengeluaran - listrik
2024-05-22,Pemasukan,penjualan,134974,Pemasukan - penjualan
2024-05-02,Pengeluaran,perlengkapan,381965,Pengeluaran - perlengkapan
2024-06-02,Pemasukan,penjualan,184279,Pemasukan - penjualan
2024-11-20,Pemasukan,penjualan,235513,Pemasukan - penjualan
2024-06-03,Pengeluaran,perlengkapan,264245,Pengeluaran - perlengkapan
2024-08-14,Pengeluaran,perlengkapan,318888,Pengeluaran - perlengkapan
2024-10-24,Pengeluaran,transportasi,180145,Pengeluaran - transportasi
2024-10-08,Pemasukan,penjualan,176851,Pemasukan - penjualan
2024-09-01,Pengeluaran,listrik,475546,Pengeluaran - listrik
2024-07-01,Pengeluaran,listrik,185396,Pengeluaran - listrik
2024-02-28,Pengeluaran,gaji,345576,Pengeluaran - gaji
2024-11-30,Pemasukan,penjualan,428599,Pemasukan - penjualan
2024-09-22,Pemasukan,penjualan,33057,Pemasukan - penjualan
2024-02-04,Pemasukan,penjualan,349775,Pemasukan - penjualan
2024-06-08,Pemasukan,penjualan,202211,Pemasukan - penjualan
2024-04-18,Pengeluaran,transportasi,468667,Pengeluaran - transportasi
2024-02-24,Pengeluaran,listrik,76229,Pengeluaran - listrik
2024-01-15,Pengeluaran,perlengkapan,103035,Pengeluaran - perlengkapan
2024-12-31,Pemasukan,penjualan,444073,Pemasukan - penjualan
2024-03-06,Pemasukan,penjualan,271200,Pemasukan - penjualan
2024-10-13,Pemasukan,penjualan,12929,Pemasukan - penjualan
2024-06-10,Pemasukan,penjualan,154293,Pemasukan - penjualan
2024-07-28,Pengeluaran,perlengkapan,185008,Pengeluaran - perlengkapan
2024-03-25,Pengeluaran,transportasi,359089,Pengeluaran - transportasi
2024-01-04,Pemasukan,penjualan,389898,Pemasukan - penjualan
2024-10-24,Pemasukan,penjualan,203354,Pemasukan - penjualan
2024-05-06,Pengeluaran,perlengkapan,113780,Pengeluaran - perlengkapan
2024-05-12,Pengeluaran,gaji,356621,Pengeluaran - gaji
2024-07-07,Pengeluaran,transportasi,359266,Pengeluaran - transportasi
2024-01-19,Pemasukan,penjualan,29123,Pemasukan - penjualan
2024-04-09,Pengeluaran,gaji,220056,Pengeluaran - gaji
2024-07-29,Pemasukan,penjualan,168262,Pemasukan - penjualan
2024-12-14,Pengeluaran,bahan baku,29642,Pengeluaran - bahan baku
2024-12-26,Pengeluaran,transportasi,227501,Pengeluaran - transportasi
2024-04-28,Pemasukan,penjualan,153087,Pemasukan - penjualan
2024-07-16,Pengeluaran,gaji,116181,Pengeluaran - gaji
2024-05-22,Pengeluaran,bahan baku,418435,Pengeluaran - bahan baku
2024-11-03,Pengeluaran,bahan baku,398700,Pengeluaran - bahan baku
2024-02-09,Pemasukan,penjualan,487772,Pemasukan - penjualan
2024-03-29,Pengeluaran,listrik,410762,Pengeluaran - listrik
2024-08-28,Pengeluaran,bahan baku,37363,Pengeluaran - bahan baku
2024-05-05,Pemasukan,penjualan,383507,Pemasukan - penjualan
2024-04-09,Pemasukan,penjualan,144236,Pemasukan - penjualan
2024-12-04,Pemasukan,penjualan,233892,Pemasukan - penjualan
2024-12-18,Pemasukan,penjualan,474319,Pemasukan - penjualan
2024-04-17,Pengeluaran,gaji,448126,Pengeluaran - gaji
2024-07-05,Pengeluaran,perlengkapan,305539,Pengeluaran - perlengkapan
2024-04-06,Pemasukan,penjualan,327152,Pemasukan - penjualan
2024-09-02,Pengeluaran,transportasi,336785,Pengeluaran - transportasi
2024-07-17,Pengeluaran,bahan baku,486696,Pengeluaran - bahan baku
2024-04-02,Pemasukan,penjualan,148122,Pemasukan - penjualan
2024-05-20,Pengeluaran,gaji,177691,Pengeluaran - gaji
2024-05-04,Pemasukan,penjualan,171987,Pemasukan - penjualan
2024-01-07,Pemasukan,penjualan,159665,Pemasukan - penjualan
2024-09-27,Pemasukan,penjualan,450186,Pemasukan - penjualan
2024-12-11,Pemasukan,penjualan,331699,Pemasukan - penjualan
2024-02-17,Pemasukan,penjualan,355609,Pemasukan - penjualan
2024-12-02,Pemasukan,penjualan,142305,Pemasukan - penjualan
2024-07-13,Pemasukan,penjualan,171471,Pemasukan - penjualan
2024-06-06,Pemasukan,penjualan,455488,Pemasukan - penjualan
2024-08-31,Pengeluaran,transportasi,128954,Pengeluaran - transportasi
2024-09-08,Pengeluaran,listrik,205961,Pengeluaran - listrik
2024-05-14,Pengeluaran,bahan baku,356652,Pengeluaran - bahan baku
2024-09-13,Pemasukan,penjualan,402025,Pemasukan - penjualan
2024-10-21,Pemasukan,penjualan,13932,Pemasukan - penjualan
2024-06-20,Pengeluaran,listrik,479690,Pengeluaran - listrik
2024-11-04,Pengeluaran,gaji,318593,Pengeluaran - gaji
2024-09-30,Pengeluaran,transportasi,430917,Pengeluaran - transportasi
2024-01-06,Pengeluaran,perlengkapan,44772,Pengeluaran - perlengkapan
2024-01-13,Pengeluaran,perlengkapan,495938,Pengeluaran - perlengkapan
2024-11-19,Pemasukan,penjualan,463265,Pemasukan - penjualan
2024-07-08,Pemasukan,penjualan,152497,Pemasukan - penjualan
2024-11-06,Pemasukan,penjualan,329689,Pemasukan - penjualan
2024-05-12,Pengeluaran,bahan baku,392153,Pengeluaran - bahan baku
2024-09-14,Pengeluaran,bahan baku,267089,Pengeluaran - bahan baku
2024-08-24,Pengeluaran,listrik,461439,Pengeluaran - listrik
2024-08-04,Pemasukan,penjualan,156806,Pemasukan - penjualan
2024-10-25,Pengeluaran,bahan baku,469505,Pengeluaran - bahan baku
2024-08-31,Pemasukan,penjualan,69542,Pemasukan - penjualan
2024-04-28,Pengeluaran,bahan baku,348298,Pengeluaran - bahan baku
2024-12-10,Pengeluaran,gaji,164846,Pengeluaran - gaji
2024-11-27,Pemasukan,penjualan,372849,Pemasukan - penjualan
2024-12-14,Pemasukan,penjualan,237714,Pemasukan - penjualan
2024-09-30,Pemasukan,penjualan,301350,Pemasukan - penjualan
2024-02-29,Pengeluaran,bahan baku,75430,Pengeluaran - bahan baku
2024-01-05,Pengeluaran,gaji,161317,Pengeluaran - gaji
2024-01-21,Pemasukan,penjualan,71847,Pemasukan - penjualan
2024-05-16,Pengeluaran,transportasi,466867,Pengeluaran - transportasi
2024-12-09,Pengeluaran,bahan baku,52942,Pengeluaran - bahan baku
2024-02-15,Pengeluaran,transportasi,156127,Pengeluaran - transportasi
2024-09-12,Pemasukan,penjualan,394198,Pemasukan - penjualan
2024-06-30,Pemasukan,penjualan,45754,Pemasukan - penjualan
2024-04-09,Pengeluaran,perlengkapan,143857,Pengeluaran - perlengkapan
2024-10-16,Pengeluaran,listrik,153967,Pengeluaran - listrik
2024-07-17,Pemasukan,penjualan,96683,Pemasukan - penjualan
2024-02-21,Pengeluaran,perlengkapan,238983,Pengeluaran - perlengkapan
2024-04-15,Pengeluaran,transportasi,305224,Pengeluaran - transportasi
2024-04-22,Pemasukan,penjualan,471443,Pemasukan - penjualan
2024-11-09,Pengeluaran,gaji,239905,Pengeluaran - gaji
2024-08-07,Pengeluaran,perlengkapan,29227,Pengeluaran - perlengkapan
2024-07-08,Pengeluaran,listrik,106531,Pengeluaran - listrik
2024-07-14,Pengeluaran,perlengkapan,419315,Pengeluaran - perlengkapan
2024-06-26,Pengeluaran,bahan baku,91297,Pengeluaran - bahan baku
2024-01-26,Pemasukan,penjualan,61659,Pemasukan - penjualan
2024-02-22,Pengeluaran,transportasi,16136,Pengeluaran - transportasi
2024-05-31,Pemasukan,penjualan,242085,Pemasukan - penjualan
2024-08-24,Pemasukan,penjualan,302325,Pemasukan - penjualan
2024-02-29,Pengeluaran,gaji,442489,Pengeluaran - gaji
2024-03-11,Pemasukan,penjualan,335924,Pemasukan - penjualan
2024-11-01,Pengeluaran,gaji,238378,Pengeluaran - gaji
2024-06-17,Pengeluaran,transportasi,264125,Pengeluaran - transportasi
2024-06-19,Pengeluaran,perlengkapan,422338,Pengeluaran - perlengkapan
2024-08-29,Pengeluaran,transportasi,325088,Pengeluaran - transportasi
2024-12-11,Pengeluaran,listrik,228454,Pengeluaran - listrik
2024-04-11,Pemasukan,penjualan,476251,Pemasukan - penjualan
2024-11-06,Pengeluaran,gaji,315188,Pengeluaran - gaji
2024-11-14,Pengeluaran,gaji,24197,Pengeluaran - gaji
2024-12-01,Pengeluaran,transportasi,268144,Pengeluaran - transportasi
2024-11-06,Pengeluaran,gaji,332969,Pengeluaran - gaji
2024-11-25,Pemasukan,penjualan,193858,Pemasukan - penjualan
2024-07-25,Pemasukan,penjualan,378122,Pemasukan - penjualan
2024-12-03,Pemasukan,penjualan,396650,Pemasukan - penjualan
2024-07-09,Pemasukan,penjualan,66298,Pemasukan - penjualan
2024-08-22,Pengeluaran,gaji,51957,Pengeluaran - gaji
2024-09-03,Pemasukan,penjualan,146197,Pemasukan - penjualan
2024-05-16,Pengeluaran,gaji,123378,Pengeluaran - gaji
2024-07-12,Pemasukan,penjualan,16930,Pemasukan - penjualan
2024-10-05,Pemasukan,penjualan,435989,Pemasukan - penjualan
2024-03-25,Pemasukan,penjualan,325156,Pemasukan - penjualan
2024-08-22,Pemasukan,penjualan,453239,Pemasukan - penjualan
2024-10-24,Pengeluaran,perlengkapan,470409,Pengeluaran - perlengkapan
2024-02-19,Pemasukan,penjualan,62120,Pemasukan - penjualan
2024-05-04,Pengeluaran,bahan baku,43412,Pengeluaran - bahan baku
2024-04-22,Pengeluaran,perlengkapan,181719,Pengeluaran - perlengkapan
2024-10-04,Pengeluaran,listrik,117000,Pengeluaran - listrik
2024-11-17,Pengeluaran,bahan baku,395896,Pengeluaran - bahan baku
2024-06-13,Pemasukan,penjualan,42050,Pemasukan - penjualan
2024-11-01,Pemasukan,penjualan,307595,Pemasukan - penjualan
2024-01-19,Pemasukan,penjualan,426666,Pemasukan - penjualan
2024-03-19,Pengeluaran,transportasi,481273,Pengeluaran - transportasi
2024-07-18,Pemasukan,penjualan,367040,Pemasukan - penjualan
2024-01-29,Pemasukan,penjualan,154547,Pemasukan - penjualan
2024-06-14,Pemasukan,penjualan,270646,Pemasukan - penjualan
2024-01-23,Pemasukan,penjualan,38886,Pemasukan - penjualan
2024-01-29,Pengeluaran,gaji,164420,Pengeluaran - gaji
2024-08-18,Pemasukan,penjualan,281148,Pemasukan - penjualan
2024-09-06,Pemasukan,penjualan,12536,Pemasukan - penjualan
2024-03-14,Pemasukan,penjualan,102645,Pemasukan - penjualan
2024-02-11,Pemasukan,penjualan,87934,Pemasukan - penjualan
2024-03-22,Pemasukan,penjualan,296287,Pemasukan - penjualan
2024-07-31,Pemasukan,penjualan,99516,Pemasukan - penjualan
2024-01-03,Pengeluaran,bahan baku,195916,Pengeluaran - bahan baku
2024-07-24,Pengeluaran,listrik,134881,Pengeluaran - listrik
2024-09-23,Pemasukan,penjualan,273053,Pemasukan - penjualan
2024-01-15,Pemasukan,penjualan,293966,Pemasukan - penjualan
2024-05-07,Pemasukan,penjualan,111204,Pemasukan - penjualan
2024-09-19,Pengeluaran,gaji,71332,Pengeluaran - gaji
2024-12-17,Pengeluaran,gaji,93003,Pengeluaran - gaji
2024-12-05,Pemasukan,penjualan,400571,Pemasukan - penjualan
2024-08-01,Pengeluaran,bahan baku,177666,Pengeluaran - bahan baku
2024-02-17,Pemasukan,penjualan,214115,Pemasukan - penjualan
2024-05-09,Pemasukan,penjualan,468626,Pemasukan - penjualan
2024-07-15,Pengeluaran,bahan baku,416138,Pengeluaran - bahan baku
2024-01-22,Pemasukan,penjualan,214468,Pemasukan - penjualan
2024-07-05,Pemasukan,penjualan,194093,Pemasukan - penjualan
2024-10-10,Pemasukan,penjualan,413709,Pemasukan - penjualan
2024-04-15,Pemasukan,penjualan,227035,Pemasukan - penjualan
2024-04-06,Pengeluaran,gaji,377697,Pengeluaran - gaji
2024-06-21,Pemasukan,penjualan,224858,Pemasukan - penjualan
2024-11-22,Pemasukan,penjualan,401861,Pemasukan - penjualan
2024-05-06,Pemasukan,penjualan,39897,Pemasukan - penjualan
2024-10-18,Pengeluaran,bahan baku,470258,Pengeluaran - bahan baku
2024-11-19,Pengeluaran,listrik,401116,Pengeluaran - listrik
2024-03-16,Pemasukan,penjualan,162236,Pemasukan - penjualan
2024-05-09,Pengeluaran,transportasi,345448,Pengeluaran - transportasi
2024-08-01,Pemasukan,penjualan,408975,Pemasukan - penjualan
2024-07-14,Pengeluaran,gaji,27551,Pengeluaran - gaji
2024-12-19,Pengeluaran,bahan baku,472641,Pengeluaran - bahan baku
2024-05-01,Pemasukan,penjualan,274531,Pemasukan - penjualan
2024-12-08,Pengeluaran,bahan baku,10278,Pengeluaran - bahan baku
2024-01-15,Pemasukan,penjualan,378647,Pemasukan - penjualan
2024-10-24,Pengeluaran,listrik,388968,Pengeluaran - listrik
2024-03-15,Pemasukan,penjualan,248293,Pemasukan - penjualan
2024-12-11,Pengeluaran,gaji,375585,Pengeluaran - gaji
2024-06-10,Pengeluaran,listrik,46613,Pengeluaran - listrik
2024-12-05,Pengeluaran,transportasi,90948,Pengeluaran - transportasi
2024-06-11,Pengeluaran,transportasi,78745,Pengeluaran - transportasi
2024-12-10,Pengeluaran,gaji,112113,Pengeluaran - gaji
2024-09-12,Pengeluaran,perlengkapan,441735,Pengeluaran - perlengkapan
2024-05-26,Pengeluaran,bahan baku,474227,Pengeluaran - bahan baku
2024-11-02,Pemasukan,penjualan,196803,Pemasukan - penjualan
2024-04-11,Pengeluaran,bahan baku,174044,Pengeluaran - bahan baku
2024-12-02,Pemasukan,penjualan,69091,Pemasukan - penjualan
2024-07-27,Pengeluaran,perlengkapan,36004,Pengeluaran - perlengkapan
2024-03-03,Pengeluaran,transportasi,85535,Pengeluaran - transportasi
2024-04-01,Pemasukan,penjualan,233467,Pemasukan - penjualan
2024-12-09,Pemasukan,penjualan,465719,Pemasukan - penjualan
2024-02-21,Pemasukan,penjualan,238071,Pemasukan - penjualan
2024-09-12,Pengeluaran,bahan baku,381956,Pengeluaran - bahan baku
2024-04-01,Pengeluaran,listrik,430628,Pengeluaran - listrik
2024-08-16,Pengeluaran,transportasi,397708,Pengeluaran - transportasi
2024-09-17,Pemasukan,penjualan,276948,Pemasukan - penjualan
2024-10-28,Pemasukan,penjualan,244123,Pemasukan - penjualan
2024-11-17,Pengeluaran,transportasi,352005,Pengeluaran - transportasi
2024-11-02,Pemasukan,penjualan,165349,Pemasukan - penjualan
2024-06-20,Pemasukan,penjualan,269353,Pemasukan - penjualan
2024-03-02,Pemasukan,penjualan,180924,Pemasukan - penjualan
2024-11-03,Pengeluaran,gaji,242920,Pengeluaran - gaji
2024-03-13,Pengeluaran,perlengkapan,60254,Pengeluaran - perlengkapan
2024-02-02,Pengeluaran,gaji,119950,Pengeluaran - gaji
2024-02-21,Pemasukan,penjualan,13147,Pemasukan - penjualan
2024-11-29,Pemasukan,penjualan,280596,Pemasukan - penjualan
2024-01-20,Pengeluaran,gaji,261273,Pengeluaran - gaji
2024-03-02,Pemasukan,penjualan,167842,Pemasukan - penjualan
2024-05-20,Pemasukan,penjualan,417460,Pemasukan - penjualan
2024-06-10,Pengeluaran,bahan baku,441409,Pengeluaran - bahan baku
2024-07-08,Pemasukan,penjualan,470524,Pemasukan - penjualan
2024-12-27,Pengeluaran,transportasi,401578,Pengeluaran - transportasi
2024-03-01,Pengeluaran,transportasi,320538,Pengeluaran - transportasi
2024-05-29,Pengeluaran,transportasi,443006,Pengeluaran - transportasi
2024-03-09,Pengeluaran,listrik,188953,Pengeluaran - listrik
2024-07-24,Pengeluaran,gaji,172987,Pengeluaran - gaji
2024-06-01,Pengeluaran,gaji,120262,Pengeluaran - gaji
2024-07-07,Pemasukan,penjualan,48877,Pemasukan - penjualan
2024-09-15,Pengeluaran,bahan baku,274722,Pengeluaran - bahan baku
2024-05-31,Pengeluaran,gaji,162348,Pengeluaran - gaji
2024-09-10,Pengeluaran,perlengkapan,136535,Pengeluaran - perlengkapan
2024-10-25,Pemasukan,penjualan,96359,Pemasukan - penjualan
2024-01-19,Pengeluaran,listrik,61943,Pengeluaran - listrik
2024-02-12,Pemasukan,penjualan,445264,Pemasukan - penjualan
2024-08-28,Pengeluaran,listrik,232613,Pengeluaran - listrik
2024-06-10,Pengeluaran,bahan baku,342515,Pengeluaran - bahan baku
2024-02-29,Pemasukan,penjualan,207602,Pemasukan - penjualan
2024-05-27,Pengeluaran,listrik,181889,Pengeluaran - listrik
2024-10-19,Pengeluaran,bahan baku,98164,Pengeluaran - bahan baku
2024-09-12,Pemasukan,penjualan,48685,Pemasukan - penjualan
2024-12-22,Pengeluaran,gaji,403277,Pengeluaran - gaji
2024-06-19,Pemasukan,penjualan,113506,Pemasukan - penjualan
2024-09-22,Pengeluaran,perlengkapan,40156,Pengeluaran - perlengkapan
2024-12-16,Pemasukan,penjualan,490812,Pemasukan - penjualan
2024-06-04,Pengeluaran,transportasi,66491,Pengeluaran - transportasi
2024-10-27,Pemasukan,penjualan,399646,Pemasukan - penjualan
2024-01-12,Pemasukan,penjualan,85499,Pemasukan - penjualan
2024-03-08,Pengeluaran,perlengkapan,104671,Pengeluaran - perlengkapan
2024-05-28,Pengeluaran,listrik,179804,Pengeluaran - listrik
2024-10-25,Pengeluaran,bahan baku,425137,Pengeluaran - bahan baku
2024-07-06,Pemasukan,penjualan,358795,Pemasukan - penjualan
2024-06-21,Pemasukan,penjualan,160543,Pemasukan - penjualan
2024-05-10,Pengeluaran,bahan baku,51988,Pengeluaran - bahan baku
2024-08-28,Pengeluaran,listrik,194296,Pengeluaran - listrik
2024-09-26,Pengeluaran,gaji,94568,Pengeluaran - gaji
2024-07-12,Pengeluaran,gaji,157371,Pengeluaran - gaji
2024-07-20,Pengeluaran,listrik,158173,Pengeluaran - listrik
2024-04-08,Pengeluaran,listrik,415045,Pengeluaran - listrik
2024-11-15,Pengeluaran,gaji,358494,Pengeluaran - gaji
2024-04-06,Pengeluaran,transportasi,362733,Pengeluaran - transportasi
2024-05-30,Pemasukan,penjualan,376221,Pemasukan - penjualan
2024-08-03,Pemasukan,penjualan,58986,Pemasukan - penjualan
2024-11-18,Pengeluaran,gaji,449621,Pengeluaran - gaji
2024-03-23,Pemasukan,penjualan,24552,Pemasukan - penjualan
2024-01-09,Pemasukan,penjualan,375035,Pemasukan - penjualan
2024-03-06,Pengeluaran,transportasi,102097,Pengeluaran - transportasi
2024-05-01,Pemasukan,penjualan,199678,Pemasukan - penjualan
2024-04-25,Pemasukan,penjualan,23033,Pemasukan - penjualan
2024-07-04,Pengeluaran,listrik,200100,Pengeluaran - listrik
2024-04-29,Pemasukan,penjualan,481174,Pemasukan - penjualan
2024-05-21,Pengeluaran,gaji,302747,Pengeluaran - gaji
2024-12-05,Pemasukan,penjualan,254563,Pemasukan - penjualan
